date,TLRY_unscaled,TLRY_monthly,isPartial,scale,TLRY
2017-10-01,100,0.0,False,0.0,0.0
2017-10-02,0,0.0,,0.0,0.0
2017-10-03,0,0.0,,0.0,0.0
2017-10-04,0,0.0,,0.0,0.0
2017-10-05,0,0.0,,0.0,0.0
2017-10-06,86,0.0,,0.0,0.0
2017-10-07,0,0.0,,0.0,0.0
2017-10-08,0,0.0,,0.0,0.0
2017-10-09,0,0.0,,0.0,0.0
2017-10-10,0,0.0,,0.0,0.0
2017-10-11,0,0.0,,0.0,0.0
2017-10-12,0,0.0,,0.0,0.0
2017-10-13,0,0.0,,0.0,0.0
2017-10-14,0,0.0,,0.0,0.0
2017-10-15,0,0.0,,0.0,0.0
2017-10-16,0,0.0,,0.0,0.0
2017-10-17,0,0.0,,0.0,0.0
2017-10-18,0,0.0,,0.0,0.0
2017-10-19,0,0.0,,0.0,0.0
2017-10-20,0,0.0,,0.0,0.0
2017-10-21,0,0.0,,0.0,0.0
2017-10-22,0,0.0,,0.0,0.0
2017-10-23,0,0.0,,0.0,0.0
2017-10-24,0,0.0,,0.0,0.0
2017-10-25,0,0.0,,0.0,0.0
2017-10-26,0,0.0,,0.0,0.0
2017-10-27,0,0.0,,0.0,0.0
2017-10-28,0,0.0,,0.0,0.0
2017-10-29,0,0.0,,0.0,0.0
2017-10-30,0,0.0,,0.0,0.0
2017-10-31,0,0.0,,0.0,0.0
2018-04-01,0,0.0,False,0.0,0.0
2018-04-02,0,0.0,,0.0,0.0
2018-04-03,0,0.0,,0.0,0.0
2018-04-04,0,0.0,,0.0,0.0
2018-04-05,0,0.0,,0.0,0.0
2018-04-06,0,0.0,,0.0,0.0
2018-04-07,0,0.0,,0.0,0.0
2018-04-08,0,0.0,,0.0,0.0
2018-04-09,0,0.0,,0.0,0.0
2018-04-10,0,0.0,,0.0,0.0
2018-04-11,0,0.0,,0.0,0.0
2018-04-12,0,0.0,,0.0,0.0
2018-04-13,0,0.0,,0.0,0.0
2018-04-14,0,0.0,,0.0,0.0
2018-04-15,0,0.0,,0.0,0.0
2018-04-16,0,0.0,,0.0,0.0
2018-04-17,0,0.0,,0.0,0.0
2018-04-18,0,0.0,,0.0,0.0
2018-04-19,0,0.0,,0.0,0.0
2018-04-20,0,0.0,,0.0,0.0
2018-04-21,0,0.0,,0.0,0.0
2018-04-22,0,0.0,,0.0,0.0
2018-04-23,0,0.0,,0.0,0.0
2018-04-24,0,0.0,,0.0,0.0
2018-04-25,0,0.0,,0.0,0.0
2018-04-26,0,0.0,,0.0,0.0
2018-04-27,0,0.0,,0.0,0.0
2018-04-28,100,0.0,,0.0,0.0
2018-04-29,0,0.0,,0.0,0.0
2018-04-30,0,0.0,,0.0,0.0
2018-05-01,0,0.0,False,0.0,0.0
2018-05-02,0,0.0,,0.0,0.0
2018-05-03,0,0.0,,0.0,0.0
2018-05-04,0,0.0,,0.0,0.0
2018-05-05,0,0.0,,0.0,0.0
2018-05-06,0,0.0,,0.0,0.0
2018-05-07,0,0.0,,0.0,0.0
2018-05-08,0,0.0,,0.0,0.0
2018-05-09,0,0.0,,0.0,0.0
2018-05-10,0,0.0,,0.0,0.0
2018-05-11,0,0.0,,0.0,0.0
2018-05-12,0,0.0,,0.0,0.0
2018-05-13,0,0.0,,0.0,0.0
2018-05-14,0,0.0,,0.0,0.0
2018-05-15,0,0.0,,0.0,0.0
2018-05-16,0,0.0,,0.0,0.0
2018-05-17,0,0.0,,0.0,0.0
2018-05-18,0,0.0,,0.0,0.0
2018-05-19,0,0.0,,0.0,0.0
2018-05-20,0,0.0,,0.0,0.0
2018-05-21,0,0.0,,0.0,0.0
2018-05-22,100,0.0,,0.0,0.0
2018-05-23,0,0.0,,0.0,0.0
2018-05-24,0,0.0,,0.0,0.0
2018-05-25,0,0.0,,0.0,0.0
2018-05-26,0,0.0,,0.0,0.0
2018-05-27,0,0.0,,0.0,0.0
2018-05-28,0,0.0,,0.0,0.0
2018-05-29,0,0.0,,0.0,0.0
2018-05-30,0,0.0,,0.0,0.0
2018-05-31,0,0.0,,0.0,0.0
2018-06-01,0,0.0,False,0.0,0.0
2018-06-02,0,0.0,,0.0,0.0
2018-06-03,0,0.0,,0.0,0.0
2018-06-04,0,0.0,,0.0,0.0
2018-06-05,0,0.0,,0.0,0.0
2018-06-06,0,0.0,,0.0,0.0
2018-06-07,0,0.0,,0.0,0.0
2018-06-08,0,0.0,,0.0,0.0
2018-06-09,0,0.0,,0.0,0.0
2018-06-10,0,0.0,,0.0,0.0
2018-06-11,0,0.0,,0.0,0.0
2018-06-12,0,0.0,,0.0,0.0
2018-06-13,0,0.0,,0.0,0.0
2018-06-14,0,0.0,,0.0,0.0
2018-06-15,0,0.0,,0.0,0.0
2018-06-16,0,0.0,,0.0,0.0
2018-06-17,0,0.0,,0.0,0.0
2018-06-18,0,0.0,,0.0,0.0
2018-06-19,48,0.0,,0.0,0.0
2018-06-20,0,0.0,,0.0,0.0
2018-06-21,0,0.0,,0.0,0.0
2018-06-22,100,0.0,,0.0,0.0
2018-06-23,57,0.0,,0.0,0.0
2018-06-24,59,0.0,,0.0,0.0
2018-06-25,98,0.0,,0.0,0.0
2018-06-26,50,0.0,,0.0,0.0
2018-06-27,98,0.0,,0.0,0.0
2018-06-28,50,0.0,,0.0,0.0
2018-06-29,52,0.0,,0.0,0.0
2018-06-30,0,0.0,,0.0,0.0
2018-07-01,0,7.0,False,0.07,0.0
2018-07-02,2,7.0,,0.07,0.14
2018-07-03,1,7.0,,0.07,0.07
2018-07-04,0,7.0,,0.07,0.0
2018-07-05,0,7.0,,0.07,0.0
2018-07-06,0,7.0,,0.07,0.0
2018-07-07,0,7.0,,0.07,0.0
2018-07-08,1,7.0,,0.07,0.07
2018-07-09,5,7.0,,0.07,0.35000000000000003
2018-07-10,4,7.0,,0.07,0.28
2018-07-11,4,7.0,,0.07,0.28
2018-07-12,0,7.0,,0.07,0.0
2018-07-13,2,7.0,,0.07,0.14
2018-07-14,1,7.0,,0.07,0.07
2018-07-15,0,7.0,,0.07,0.0
2018-07-16,2,7.0,,0.07,0.14
2018-07-17,12,7.0,,0.07,0.8400000000000001
2018-07-18,7,7.0,,0.07,0.49000000000000005
2018-07-19,84,7.0,,0.07,5.880000000000001
2018-07-20,100,7.0,,0.07,7.000000000000001
2018-07-21,33,7.0,,0.07,2.31
2018-07-22,12,7.0,,0.07,0.8400000000000001
2018-07-23,73,7.0,,0.07,5.11
2018-07-24,65,7.0,,0.07,4.550000000000001
2018-07-25,59,7.0,,0.07,4.130000000000001
2018-07-26,38,7.0,,0.07,2.66
2018-07-27,40,7.0,,0.07,2.8000000000000003
2018-07-28,13,7.0,,0.07,0.9100000000000001
2018-07-29,9,7.0,,0.07,0.6300000000000001
2018-07-30,32,7.0,,0.07,2.24
2018-07-31,30,7.0,,0.07,2.1
2018-08-01,12,16.0,False,0.16,1.92
2018-08-02,9,16.0,,0.16,1.44
2018-08-03,11,16.0,,0.16,1.76
2018-08-04,3,16.0,,0.16,0.48
2018-08-05,1,16.0,,0.16,0.16
2018-08-06,6,16.0,,0.16,0.96
2018-08-07,9,16.0,,0.16,1.44
2018-08-08,9,16.0,,0.16,1.44
2018-08-09,7,16.0,,0.16,1.12
2018-08-10,6,16.0,,0.16,0.96
2018-08-11,1,16.0,,0.16,0.16
2018-08-12,1,16.0,,0.16,0.16
2018-08-13,7,16.0,,0.16,1.12
2018-08-14,8,16.0,,0.16,1.28
2018-08-15,19,16.0,,0.16,3.04
2018-08-16,16,16.0,,0.16,2.56
2018-08-17,14,16.0,,0.16,2.24
2018-08-18,4,16.0,,0.16,0.64
2018-08-19,2,16.0,,0.16,0.32
2018-08-20,20,16.0,,0.16,3.2
2018-08-21,34,16.0,,0.16,5.44
2018-08-22,34,16.0,,0.16,5.44
2018-08-23,24,16.0,,0.16,3.84
2018-08-24,36,16.0,,0.16,5.76
2018-08-25,8,16.0,,0.16,1.28
2018-08-26,6,16.0,,0.16,0.96
2018-08-27,54,16.0,,0.16,8.64
2018-08-28,91,16.0,,0.16,14.56
2018-08-29,100,16.0,,0.16,16.0
2018-08-30,75,16.0,,0.16,12.0
2018-08-31,52,16.0,,0.16,8.32
2018-09-01,2,100.0,False,1.0,2.0
2018-09-02,2,100.0,,1.0,2.0
2018-09-03,2,100.0,,1.0,2.0
2018-09-04,11,100.0,,1.0,11.0
2018-09-05,18,100.0,,1.0,18.0
2018-09-06,14,100.0,,1.0,14.0
2018-09-07,11,100.0,,1.0,11.0
2018-09-08,3,100.0,,1.0,3.0
2018-09-09,2,100.0,,1.0,2.0
2018-09-10,11,100.0,,1.0,11.0
2018-09-11,10,100.0,,1.0,10.0
2018-09-12,15,100.0,,1.0,15.0
2018-09-13,27,100.0,,1.0,27.0
2018-09-14,21,100.0,,1.0,21.0
2018-09-15,5,100.0,,1.0,5.0
2018-09-16,2,100.0,,1.0,2.0
2018-09-17,13,100.0,,1.0,13.0
2018-09-18,32,100.0,,1.0,32.0
2018-09-19,100,100.0,,1.0,100.0
2018-09-20,73,100.0,,1.0,73.0
2018-09-21,49,100.0,,1.0,49.0
2018-09-22,15,100.0,,1.0,15.0
2018-09-23,8,100.0,,1.0,8.0
2018-09-24,26,100.0,,1.0,26.0
2018-09-25,27,100.0,,1.0,27.0
2018-09-26,19,100.0,,1.0,19.0
2018-09-27,21,100.0,,1.0,21.0
2018-09-28,21,100.0,,1.0,21.0
2018-09-29,7,100.0,,1.0,7.0
2018-09-30,3,100.0,,1.0,3.0
2018-10-01,89,45.0,False,0.45,40.050000000000004
2018-10-02,100,45.0,,0.45,45.0
2018-10-03,82,45.0,,0.45,36.9
2018-10-04,68,45.0,,0.45,30.6
2018-10-05,61,45.0,,0.45,27.45
2018-10-06,15,45.0,,0.45,6.75
2018-10-07,7,45.0,,0.45,3.15
2018-10-08,47,45.0,,0.45,21.150000000000002
2018-10-09,48,45.0,,0.45,21.6
2018-10-10,57,45.0,,0.45,25.650000000000002
2018-10-11,42,45.0,,0.45,18.900000000000002
2018-10-12,48,45.0,,0.45,21.6
2018-10-13,17,45.0,,0.45,7.65
2018-10-14,5,45.0,,0.45,2.25
2018-10-15,47,45.0,,0.45,21.150000000000002
2018-10-16,67,45.0,,0.45,30.150000000000002
2018-10-17,71,45.0,,0.45,31.95
2018-10-18,59,45.0,,0.45,26.55
2018-10-19,38,45.0,,0.45,17.1
2018-10-20,9,45.0,,0.45,4.05
2018-10-21,8,45.0,,0.45,3.6
2018-10-22,39,45.0,,0.45,17.55
2018-10-23,52,45.0,,0.45,23.400000000000002
2018-10-24,36,45.0,,0.45,16.2
2018-10-25,34,45.0,,0.45,15.3
2018-10-26,30,45.0,,0.45,13.5
2018-10-27,8,45.0,,0.45,3.6
2018-10-28,6,45.0,,0.45,2.7
2018-10-29,30,45.0,,0.45,13.5
2018-10-30,34,45.0,,0.45,15.3
2018-10-31,32,45.0,,0.45,14.4
2018-11-01,56,22.0,False,0.22,12.32
2018-11-02,47,22.0,,0.22,10.34
2018-11-03,13,22.0,,0.22,2.86
2018-11-04,8,22.0,,0.22,1.76
2018-11-05,50,22.0,,0.22,11.0
2018-11-06,53,22.0,,0.22,11.66
2018-11-07,76,22.0,,0.22,16.72
2018-11-08,94,22.0,,0.22,20.68
2018-11-09,67,22.0,,0.22,14.74
2018-11-10,13,22.0,,0.22,2.86
2018-11-11,6,22.0,,0.22,1.32
2018-11-12,48,22.0,,0.22,10.56
2018-11-13,100,22.0,,0.22,22.0
2018-11-14,67,22.0,,0.22,14.74
2018-11-15,54,22.0,,0.22,11.88
2018-11-16,41,22.0,,0.22,9.02
2018-11-17,14,22.0,,0.22,3.08
2018-11-18,11,22.0,,0.22,2.42
2018-11-19,34,22.0,,0.22,7.48
2018-11-20,46,22.0,,0.22,10.12
2018-11-21,33,22.0,,0.22,7.26
2018-11-22,7,22.0,,0.22,1.54
2018-11-23,19,22.0,,0.22,4.18
2018-11-24,6,22.0,,0.22,1.32
2018-11-25,6,22.0,,0.22,1.32
2018-11-26,29,22.0,,0.22,6.38
2018-11-27,31,22.0,,0.22,6.82
2018-11-28,37,22.0,,0.22,8.14
2018-11-29,36,22.0,,0.22,7.92
2018-11-30,33,22.0,,0.22,7.26
2018-12-01,10,16.0,False,0.16,1.6
2018-12-02,7,16.0,,0.16,1.12
2018-12-03,40,16.0,,0.16,6.4
2018-12-04,42,16.0,,0.16,6.72
2018-12-05,15,16.0,,0.16,2.4
2018-12-06,32,16.0,,0.16,5.12
2018-12-07,43,16.0,,0.16,6.88
2018-12-08,17,16.0,,0.16,2.72
2018-12-09,11,16.0,,0.16,1.76
2018-12-10,29,16.0,,0.16,4.64
2018-12-11,40,16.0,,0.16,6.4
2018-12-12,36,16.0,,0.16,5.76
2018-12-13,57,16.0,,0.16,9.120000000000001
2018-12-14,55,16.0,,0.16,8.8
2018-12-15,9,16.0,,0.16,1.44
2018-12-16,3,16.0,,0.16,0.48
2018-12-17,49,16.0,,0.16,7.84
2018-12-18,80,16.0,,0.16,12.8
2018-12-19,66,16.0,,0.16,10.56
2018-12-20,100,16.0,,0.16,16.0
2018-12-21,62,16.0,,0.16,9.92
2018-12-22,12,16.0,,0.16,1.92
2018-12-23,8,16.0,,0.16,1.28
2018-12-24,32,16.0,,0.16,5.12
2018-12-25,12,16.0,,0.16,1.92
2018-12-26,52,16.0,,0.16,8.32
2018-12-27,46,16.0,,0.16,7.36
2018-12-28,43,16.0,,0.16,6.88
2018-12-29,15,16.0,,0.16,2.4
2018-12-30,7,16.0,,0.16,1.12
2018-12-31,25,16.0,,0.16,4.0
2019-01-01,10,19.0,False,0.19,1.9
2019-01-02,35,19.0,,0.19,6.65
2019-01-03,33,19.0,,0.19,6.2700000000000005
2019-01-04,33,19.0,,0.19,6.2700000000000005
2019-01-05,10,19.0,,0.19,1.9
2019-01-06,6,19.0,,0.19,1.1400000000000001
2019-01-07,15,19.0,,0.19,2.85
2019-01-08,47,19.0,,0.19,8.93
2019-01-09,60,19.0,,0.19,11.4
2019-01-10,41,19.0,,0.19,7.79
2019-01-11,91,19.0,,0.19,17.29
2019-01-12,22,19.0,,0.19,4.18
2019-01-13,17,19.0,,0.19,3.23
2019-01-14,71,19.0,,0.19,13.49
2019-01-15,100,19.0,,0.19,19.0
2019-01-16,60,19.0,,0.19,11.4
2019-01-17,47,19.0,,0.19,8.93
2019-01-18,52,19.0,,0.19,9.88
2019-01-19,16,19.0,,0.19,3.04
2019-01-20,8,19.0,,0.19,1.52
2019-01-21,15,19.0,,0.19,2.85
2019-01-22,46,19.0,,0.19,8.74
2019-01-23,44,19.0,,0.19,8.36
2019-01-24,47,19.0,,0.19,8.93
2019-01-25,51,19.0,,0.19,9.69
2019-01-26,11,19.0,,0.19,2.09
2019-01-27,10,19.0,,0.19,1.9
2019-01-28,34,19.0,,0.19,6.46
2019-01-29,50,19.0,,0.19,9.5
2019-01-30,42,19.0,,0.19,7.98
2019-01-31,39,19.0,,0.19,7.41
2019-02-01,75,14.0,False,0.14,10.500000000000002
2019-02-02,13,14.0,,0.14,1.8200000000000003
2019-02-03,6,14.0,,0.14,0.8400000000000001
2019-02-04,100,14.0,,0.14,14.000000000000002
2019-02-05,65,14.0,,0.14,9.100000000000001
2019-02-06,69,14.0,,0.14,9.66
2019-02-07,65,14.0,,0.14,9.100000000000001
2019-02-08,85,14.0,,0.14,11.9
2019-02-09,32,14.0,,0.14,4.48
2019-02-10,16,14.0,,0.14,2.24
2019-02-11,71,14.0,,0.14,9.940000000000001
2019-02-12,97,14.0,,0.14,13.580000000000002
2019-02-13,89,14.0,,0.14,12.46
2019-02-14,86,14.0,,0.14,12.040000000000001
2019-02-15,61,14.0,,0.14,8.540000000000001
2019-02-16,12,14.0,,0.14,1.6800000000000002
2019-02-17,9,14.0,,0.14,1.2600000000000002
2019-02-18,17,14.0,,0.14,2.3800000000000003
2019-02-19,62,14.0,,0.14,8.680000000000001
2019-02-20,82,14.0,,0.14,11.48
2019-02-21,71,14.0,,0.14,9.940000000000001
2019-02-22,60,14.0,,0.14,8.4
2019-02-23,16,14.0,,0.14,2.24
2019-02-24,14,14.0,,0.14,1.9600000000000002
2019-02-25,46,14.0,,0.14,6.44
2019-02-26,57,14.0,,0.14,7.98
2019-02-27,46,14.0,,0.14,6.44
2019-02-28,50,14.0,,0.14,7.000000000000001
2019-03-01,49,12.0,False,0.12,5.88
2019-03-02,3,12.0,,0.12,0.36
2019-03-03,8,12.0,,0.12,0.96
2019-03-04,28,12.0,,0.12,3.36
2019-03-05,35,12.0,,0.12,4.2
2019-03-06,31,12.0,,0.12,3.7199999999999998
2019-03-07,43,12.0,,0.12,5.16
2019-03-08,39,12.0,,0.12,4.68
2019-03-09,14,12.0,,0.12,1.68
2019-03-10,5,12.0,,0.12,0.6
2019-03-11,32,12.0,,0.12,3.84
2019-03-12,30,12.0,,0.12,3.5999999999999996
2019-03-13,35,12.0,,0.12,4.2
2019-03-14,38,12.0,,0.12,4.56
2019-03-15,39,12.0,,0.12,4.68
2019-03-16,10,12.0,,0.12,1.2
2019-03-17,7,12.0,,0.12,0.84
2019-03-18,100,12.0,,0.12,12.0
2019-03-19,93,12.0,,0.12,11.16
2019-03-20,53,12.0,,0.12,6.359999999999999
2019-03-21,48,12.0,,0.12,5.76
2019-03-22,32,12.0,,0.12,3.84
2019-03-23,8,12.0,,0.12,0.96
2019-03-24,7,12.0,,0.12,0.84
2019-03-25,35,12.0,,0.12,4.2
2019-03-26,47,12.0,,0.12,5.64
2019-03-27,19,12.0,,0.12,2.28
2019-03-28,27,12.0,,0.12,3.2399999999999998
2019-03-29,31,12.0,,0.12,3.7199999999999998
2019-03-30,8,12.0,,0.12,0.96
2019-03-31,14,12.0,,0.12,1.68
2019-04-01,87,8.0,False,0.08,6.96
2019-04-02,69,8.0,,0.08,5.5200000000000005
2019-04-03,68,8.0,,0.08,5.44
2019-04-04,64,8.0,,0.08,5.12
2019-04-05,75,8.0,,0.08,6.0
2019-04-06,26,8.0,,0.08,2.08
2019-04-07,3,8.0,,0.08,0.24
2019-04-08,76,8.0,,0.08,6.08
2019-04-09,100,8.0,,0.08,8.0
2019-04-10,53,8.0,,0.08,4.24
2019-04-11,87,8.0,,0.08,6.96
2019-04-12,88,8.0,,0.08,7.04
2019-04-13,17,8.0,,0.08,1.36
