,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,KNOW_unscaled,KNOW_monthly,isPartial,scale,KNOW,Stock_Price_Change,Stock_Price_Change_Percent
26,2016-09-14,3,0.016743073047858943,0.0,KNOW,36.81999969482422,36.970001220703125,36.63999938964844,36.65499877929688,29.93933486938477,23400,98,84.0,,0.84,82.32,-0.4650001525878906,-0.012421534273527657
27,2016-09-15,7,0.019261964735516373,0.15044380923724976,KNOW,36.60499954223633,37.150001525878906,36.60499954223633,37.060001373291016,30.27013397216797,19800,93,84.0,,0.84,78.11999999999999,0.18000030517578125,0.004868820644641447
28,2016-10-05,-5,0.01170528967254408,-0.39231071008238527,KNOW,37.01499938964844,37.435001373291016,37.01499938964844,37.345001220703125,30.606189727783203,18400,92,87.0,,0.87,80.04,0.2849998474121094,0.007671597192629331
29,2016-10-06,2,0.016113350125944583,0.3765870454056379,KNOW,37.18000030517578,37.380001068115234,37.14500045776367,37.34000015258789,30.60209274291992,8400,90,87.0,,0.87,78.3,-0.05500030517578125,-0.0014692214013118932
30,2016-10-07,3,0.016743073047858943,0.0390808191339691,KNOW,37.42499923706055,37.5,37.220001220703125,37.40499877929688,30.655363082885746,8200,83,87.0,,0.87,72.21,0.11999893188476562,0.0032102442069517068
31,2016-10-13,278,0.1899168765743073,10.34301188506093,KNOW,37.02999877929688,37.02999877929688,36.6349983215332,36.8849983215332,30.22919464111328,14000,97,87.0,,0.87,84.39,-0.4700012207031179,-0.012533365885416425
32,2016-10-20,4,0.0173727959697733,-0.9085242118386674,KNOW,36.85499954223633,36.95500183105469,36.755001068115234,36.880001068115234,30.2251091003418,13400,99,87.0,,0.87,86.13,-0.0749969482421946,-0.0020253024767618033
33,2016-10-26,1,0.015483627204030227,-0.10874293170943894,KNOW,36.89500045776367,37.04999923706055,36.85499954223633,36.959999084472656,30.290666580200195,11600,98,87.0,,0.87,85.26,0.09499740600585938,0.0025706237667137977
34,2016-11-08,1,0.015483627204030227,0.0,KNOW,36.70500183105469,36.959999084472656,36.70500183105469,36.900001525878906,30.24148941040039,8400,100,89.0,,0.89,89.0,-0.09000015258789062,-0.0024291539660239447
35,2016-11-10,1,0.015483627204030227,0.0,KNOW,37.85499954223633,38.244998931884766,37.60499954223633,38.025001525878906,31.16349029541016,126800,60,89.0,,0.89,53.4,1.2849998474121094,0.0347673127500685
36,2016-11-15,13,0.02304030226700252,0.4880429477794046,KNOW,38.93000030517578,39.040000915527344,38.59000015258789,39.03499984741211,31.99123764038086,63600,62,89.0,,0.89,55.18,0.7950019836425781,0.020787083431705655
37,2016-11-18,2,0.016113350125944583,-0.30064502022521056,KNOW,39.290000915527344,39.290000915527344,39.03499984741211,39.14500045776367,32.081390380859375,79800,57,89.0,,0.89,50.73,0.25,0.006403688374417182
38,2016-11-28,2,0.016113350125944583,-0.03761095230931266,KNOW,39.77999877929688,39.77999877929688,39.45500183105469,39.45500183105469,32.33544921875,72000,57,89.0,,0.89,50.73,0.48999786376953836,0.012471312098541798
39,2016-12-06,2,0.016113350125944583,0.0,KNOW,39.77000045776367,39.97999954223633,39.65499877929688,39.970001220703125,32.75752639770508,124600,98,88.0,,0.88,86.24,0.20000076293944602,0.005027671419727042
40,2016-12-15,2,0.016113350125944583,0.0,KNOW,40.43999862670898,40.73500061035156,40.275001525878906,40.525001525878906,33.21237564086914,413200,97,88.0,,0.88,85.36,0.7550010681152344,0.018884469153573225
41,2017-01-26,1,0.015483627204030227,0.0,KNOW,38.93000030517578,38.93000030517578,38.75,38.845001220703125,33.224082946777344,38000,100,86.0,,0.86,86.0,-1.8050003051757812,-0.044310796075380354
42,2017-02-01,58,0.05137783375314862,2.318204001952172,KNOW,38.73500061035156,38.77000045776367,38.2400016784668,38.34999847412109,32.800716400146484,40400,97,83.0,False,0.83,80.50999999999999,-0.15999984741210938,-0.004109936967836014
43,2017-02-03,1,0.015483627204030227,-0.6986321517870275,KNOW,38.47999954223633,38.73500061035156,38.47999954223633,38.73500061035156,33.130008697509766,71600,89,83.0,,0.83,73.86999999999999,-0.034999847412109375,-0.0009027559194960677
44,2017-02-06,17,0.02555919395465995,0.6507239303725394,KNOW,38.685001373291016,38.75,38.5099983215332,38.61000061035156,33.02309036254883,41200,87,83.0,,0.83,72.21,0.0149993896484375,0.0003872309129233642
45,2017-02-23,1,0.015483627204030227,-0.39420518379816694,KNOW,39.959999084472656,39.959999084472656,39.5,39.65499877929688,33.91687774658203,143400,93,83.0,,0.83,77.19,1.2099990844726562,0.0312257828251008
46,2017-02-28,1,0.015483627204030227,0.0,KNOW,39.8650016784668,39.8650016784668,39.650001525878906,39.68999862670898,33.94680404663086,31600,92,83.0,,0.83,76.36,-0.09499740600585938,-0.002377312517075958
47,2017-03-07,26,0.03122670025188917,1.0167561412070931,KNOW,39.6349983215332,39.755001068115234,39.58000183105469,39.58000183105469,33.85272979736328,33000,96,85.0,,0.85,81.6,-0.1100006103515625,-0.0027593278745797756
48,2017-03-15,1,0.015483627204030227,-0.4833151214591914,KNOW,39.54499816894531,39.810001373291016,39.4900016784668,39.78499984741211,34.0280647277832,38000,98,85.0,,0.85,83.3,0.05500030517578125,0.0013834814161253206
49,2017-03-16,13,0.02304030226700252,0.4880429477794046,KNOW,39.80500030517578,39.880001068115234,39.6150016784668,39.65499877929688,33.91687774658203,26800,93,85.0,,0.85,79.05,0.06999969482421875,0.0017583444463578068
50,2017-03-21,2,0.016113350125944583,-0.30064502022521056,KNOW,39.630001068115234,39.630001068115234,38.6349983215332,38.65499877929688,33.1677131652832,34400,98,85.0,,0.85,83.3,-0.25,-0.006268806251358838
51,2017-04-07,1,0.015483627204030227,-0.03908081913396899,KNOW,39.06499862670898,39.16999816894531,38.959999084472656,39.06499862670898,33.519508361816406,28400,88,83.0,,0.83,73.03999999999999,-0.4600028991699219,-0.011607440998532392
52,2017-04-10,1,0.015483627204030227,0.0,KNOW,39.095001220703125,39.34000015258789,39.01499938964844,39.14500045776367,33.58816146850586,23800,93,83.0,,0.83,77.19,0.17000198364257812,0.004340107010200489
53,2017-04-12,2,0.016113350125944583,0.0406702456482837,KNOW,39.130001068115234,39.130001068115234,38.72499847412109,38.82500076293945,33.31357955932617,19200,94,83.0,,0.83,78.02,-0.20999908447265625,-0.005338054998935804
54,2017-04-13,6,0.018632241813602016,0.1563232765358764,KNOW,38.75,38.8650016784668,38.369998931884766,38.369998931884766,32.92317199707031,35800,92,83.0,,0.83,76.36,-0.2649993896484375,-0.006772281687065229
55,2017-05-17,1,0.015483627204030227,-0.10874293170943894,KNOW,39.34999847412109,39.34999847412109,38.810001373291016,38.810001373291016,33.300716400146484,20700,92,84.0,,0.84,77.28,0.48499679565428977,0.012479011313744515
56,2017-06-06,8,0.019891687657430733,0.14499057561258533,KNOW,39.77000045776367,39.91999816894531,39.70000076293945,39.810001373291016,34.15876388549805,104100,97,85.0,,0.85,82.45,0.5699996948242259,0.014485380353930433
57,2017-06-08,4,0.0173727959697733,-0.1266303659617577,KNOW,39.81999969482422,40.119998931884766,39.81999969482422,39.970001220703125,34.296051025390625,37200,98,85.0,,0.85,83.3,0.20000076293945312,0.005010039381590836
58,2017-06-29,1,0.015483627204030227,0.0,KNOW,40.0099983215332,40.02000045776367,39.5099983215332,39.66999816894531,34.12880325317383,15700,93,85.0,,0.85,79.05,-0.09999847412109375,-0.0024924844661853296
59,2017-07-28,2,0.016113350125944583,0.0406702456482837,KNOW,40.2599983215332,40.27000045776367,40.08000183105469,40.22999954223633,34.61058807373047,11100,92,86.0,,0.86,79.12,0.25,0.006246876490265008
60,2017-08-11,1,0.015483627204030227,-0.03908081913396899,KNOW,38.52000045776367,38.68000030517578,38.47999954223633,38.58000183105469,33.19106674194336,19300,79,84.0,,0.84,66.36,-1.5900001525878906,-0.03948348980664973
61,2017-08-18,5,0.01800251889168766,0.16268098259313502,KNOW,38.27999877929688,38.40999984741211,38.130001068115234,38.29999923706055,32.95016860961914,11600,87,84.0,,0.84,73.08,-0.2700004577636719,-0.006980363382456889
62,2017-09-01,1,0.015483627204030227,-0.13991884706870028,KNOW,39.5,39.65999984741211,39.5,39.63999938964844,34.10299301147461,31700,86,83.0,False,0.83,71.38,1.25,0.03254360856458627
63,2017-09-05,6,0.018632241813602016,0.2033512282414187,KNOW,39.540000915527344,39.540000915527344,39.040000915527344,39.22999954223633,33.75026321411133,34500,90,83.0,,0.83,74.7,-0.11999893188476562,-0.0030256916880093687
64,2017-09-07,4,0.0173727959697733,-0.06759497093416256,KNOW,39.380001068115234,39.380001068115234,39.130001068115234,39.220001220703125,33.74166488647461,15500,94,83.0,,0.83,78.02,-0.15999984741210938,-0.004046531201502224
65,2017-10-02,1,0.015483627204030227,-0.10874293170943894,KNOW,41.59000015258789,41.900001525878906,41.5099983215332,41.900001525878906,36.10010147094727,20500,91,83.0,,0.83,75.53,2.520000457763672,0.06399188393633737
66,2017-10-04,-3,0.012964735516372797,-0.1626809825931348,KNOW,41.900001525878906,41.97999954223633,41.7599983215332,41.79999923706055,36.013938903808594,9300,99,83.0,,0.83,82.17,0.07999801635742188,0.0019092604640602584
67,2017-10-16,49,0.045710327455919395,2.525743151350301,KNOW,41.310001373291016,41.310001373291016,41.08000183105469,41.15999984741211,35.4625358581543,14000,90,83.0,,0.83,74.7,-0.6699981689453125,-0.015959937500028443
68,2017-11-06,34,0.03626448362720403,-0.2066457265663746,KNOW,41.470001220703125,41.650001525878906,41.45000076293945,41.56999969482422,35.81578063964844,10300,92,85.0,,0.85,78.2,0.3400001525878906,0.00823045609501527
69,2017-11-08,2,0.016113350125944583,-0.5556713204139752,KNOW,41.18000030517578,41.5,41.11000061035156,41.380001068115234,35.65208435058594,34200,93,85.0,,0.85,79.05,-0.15000152587890625,-0.0036014770800357754
70,2018-01-12,4,0.0173727959697733,0.0,KNOW,42.83000183105469,42.93999862670898,42.77999877929688,42.90999984741211,39.5453987121582,14900,92,95.0,,0.95,87.39999999999999,1.4399986267089773,0.03469876208937284
71,2018-02-01,13,0.02304030226700252,0.3262287951283167,KNOW,42.34999847412109,42.70000076293945,42.34999847412109,42.630001068115234,39.287353515625,15200,95,86.0,False,0.86,81.7,-0.23999786376952414,-0.005589144654053246
72,2018-02-02,5,0.01800251889168766,-0.21865092380015294,KNOW,42.4900016784668,42.4900016784668,41.68000030517578,41.79999923706055,38.52243041992188,47200,91,86.0,,0.86,78.26,-0.20999908447265625,-0.004918011258091548
73,2018-02-08,1,0.015483627204030227,-0.13991884706870028,KNOW,40.90999984741211,40.90999984741211,39.5,39.5,36.40277862548828,21300,90,86.0,,0.86,77.4,-1.5800018310546875,-0.0371852616766406
74,2018-02-09,1,0.015483627204030227,0.0,KNOW,39.77000045776367,39.93000030517578,38.619998931884766,39.79999923706055,36.67925643920898,51000,88,86.0,,0.86,75.67999999999999,-0.9799995422363281,-0.02395501212152462
75,2018-03-01,4,0.0173727959697733,0.1220107369448511,KNOW,41.0,41.09000015258789,40.31999969482422,40.56999969482422,37.38888168334961,12000,95,89.0,False,0.89,84.55,1.1599998474121094,0.02905083492478089
76,2018-03-07,1,0.015483627204030227,-0.10874293170943894,KNOW,41.47999954223633,41.7400016784668,41.369998931884766,41.709999084472656,38.439491271972656,17200,90,89.0,,0.89,80.1,0.6500015258789062,0.015818971123512382
77,2018-03-15,1,0.015483627204030227,0.0,KNOW,41.95000076293945,41.95000076293945,41.58000183105469,41.63999938964844,38.37498092651367,16000,93,89.0,,0.89,82.77,0.20999908447265625,0.005031123048109265
78,2018-03-19,4,0.0173727959697733,0.1220107369448511,KNOW,41.81999969482422,41.81999969482422,41.290000915527344,41.54999923706055,38.29204177856445,23900,93,89.0,,0.89,82.77,-0.13000106811523438,-0.0030989526996644257
79,2018-03-20,1,0.015483627204030227,-0.10874293170943894,KNOW,41.52000045776367,41.59999847412109,41.45000076293945,41.5099983215332,38.309566497802734,15800,91,89.0,,0.89,80.99,-0.2200012207031321,-0.005260670069549556
80,2018-03-22,2,0.016113350125944583,0.0406702456482837,KNOW,41.209999084472656,41.459999084472656,40.720001220703125,40.720001220703125,37.58047866821289,15800,96,89.0,,0.89,85.44,-0.1399993896484304,-0.003365370066912954
81,2018-03-28,9,0.02052141057934509,0.2735657339377835,KNOW,40.119998931884766,40.540000915527344,40.119998931884766,40.40999984741211,37.29438018798828,38800,94,89.0,,0.89,83.66,-0.9199981689453125,-0.022190019036683162
82,2018-04-12,17,0.02555919395465995,-0.39046074367753947,KNOW,40.52000045776367,40.58000183105469,40.34999847412109,40.47999954223633,37.35898208618164,13400,99,85.0,,0.85,84.14999999999999,0.04000091552734375,0.0009867023834235766
83,2018-04-13,29,0.03311586901763224,0.29565388784862523,KNOW,40.66999816894531,40.66999816894531,40.25,40.33000183105469,37.220550537109375,12000,90,85.0,,0.85,76.5,0.089996337890625,0.002217750956870379
84,2018-05-02,2,0.016113350125944583,-0.5134251159960448,KNOW,40.15999984741211,40.5,40.15999984741211,40.16999816894531,37.07288360595703,6400,96,83.0,,0.83,79.67999999999999,-0.1699981689453125,-0.004179940413056582
85,2018-05-08,16,0.024929471032745593,0.5471314678755668,KNOW,40.34000015258789,40.52000045776367,40.27000045776367,40.38999938964844,37.27592086791992,10700,95,83.0,,0.83,78.85,0.020000457763671875,0.0004938384633006443
86,2018-05-10,1,0.015483627204030227,-0.3789026977872083,KNOW,40.81999969482422,41.27000045776367,40.81999969482422,41.18999862670898,38.01424789428711,12500,98,83.0,,0.83,81.33999999999999,0.75,0.018509377875791655
87,2018-05-17,4,0.0173727959697733,-0.6850253459377997,KNOW,41.369998931884766,41.58000183105469,41.369998931884766,41.43000030517578,38.23573303222656,18700,97,83.0,,0.83,80.50999999999999,0.3100013732910156,0.0075115427635692456
88,2018-06-07,0,0.01485390428211587,-0.1449905756125851,KNOW,42.459999084472656,42.54999923706055,42.31999969482422,42.470001220703125,39.195560455322266,14000,100,81.0,,0.81,81.0,0.9699974060058594,0.023328459915588518
89,2018-06-12,13,0.02304030226700252,0.5511276920468033,KNOW,43.0,43.0,42.59000015258789,42.68000030517578,39.38936996459961,35100,96,81.0,,0.81,77.76,0.4500007629394531,0.01057581130453955
90,2018-06-15,-8,0.009816120906801007,-0.5739586749754018,KNOW,42.31999969482422,42.54999923706055,42.18000030517578,42.52000045776367,39.24170303344727,28900,84,81.0,,0.81,68.04,-0.4500007629394531,-0.010465134021847788
91,2018-06-19,1,0.015483627204030227,0.5773672055427252,KNOW,41.959999084472656,42.400001525878906,41.7400016784668,42.400001525878906,39.4116096496582,8900,95,81.0,,0.81,76.95,-0.14999771118164062,-0.0035252106667723604
92,2018-06-22,1,0.015483627204030227,0.0,KNOW,42.68000030517578,42.68000030517578,42.11000061035156,42.18000030517578,39.20710754394531,12900,87,81.0,,0.81,70.47,0.279998779296875,0.0066037445570839015
93,2018-07-06,1,0.015483627204030227,-0.10874293170943894,KNOW,41.68000030517578,41.9900016784668,41.68000030517578,41.91999816894531,38.96542739868164,8700,89,82.0,,0.82,72.97999999999999,-0.6899986267089844,-0.016166790575802947
94,2018-07-10,5,0.01800251889168766,0.16268098259313502,KNOW,42.290000915527344,42.290000915527344,42.04999923706055,42.150001525878906,39.17922592163086,5500,89,82.0,,0.82,72.97999999999999,0.2999992370605469,0.007144539773009662
95,2018-07-20,1,0.015483627204030227,-0.13991884706870028,KNOW,42.369998931884766,42.369998931884766,42.13999938964844,42.13999938964844,39.16992950439453,7500,95,82.0,,0.82,77.89999999999999,0.07999801635742188,0.0018916532188593127
96,2018-07-26,5,0.01800251889168766,0.16268098259313502,KNOW,42.29999923706055,42.5099983215332,42.29999923706055,42.459999084472656,39.467376708984375,21100,96,82.0,,0.82,78.72,0.1399993896484375,0.003304210365298932
97,2018-07-30,1,0.015483627204030227,-0.13991884706870028,KNOW,42.06999969482422,42.22999954223633,42.06999969482422,42.09999847412109,39.13274765014648,8200,96,82.0,,0.82,78.72,-0.279998779296875,-0.006586657030166032
98,2018-07-31,21,0.028078085642317382,0.8134049129656744,KNOW,42.130001068115234,42.380001068115234,42.08000183105469,42.290000915527344,39.30936050415039,13000,94,82.0,,0.82,77.08,0.15000152587890625,0.003552013438429702
99,2018-08-01,5,0.01800251889168766,-0.3588409437516821,KNOW,42.15999984741211,42.34999847412109,41.77000045776367,42.06999969482422,39.1048583984375,6600,96,82.0,False,0.82,78.72,-0.03000259399414773,-0.000707942266115702
100,2018-08-02,1,0.015483627204030227,-0.13991884706870028,KNOW,41.63999938964844,42.11000061035156,41.63999938964844,42.08000183105469,39.11415863037109,9000,96,82.0,,0.82,78.72,-0.23999786376952414,-0.005667009974420156
101,2018-08-08,2,0.016113350125944583,0.0406702456482837,KNOW,42.630001068115234,42.709999084472656,42.560001373291016,42.70000076293945,39.690467834472656,16500,100,82.0,,0.82,82.0,0.5999984741210938,0.014248360613264843
102,2018-08-09,2,0.016113350125944583,0.0,KNOW,42.619998931884766,42.619998931884766,42.45000076293945,42.470001220703125,39.47666931152344,5700,95,82.0,,0.82,77.89999999999999,-0.09000015258789062,-0.0021072384574367664
103,2018-08-13,1,0.015483627204030227,0.0,KNOW,42.310001373291016,42.369998931884766,42.150001525878906,42.15999984741211,39.18852233886719,4300,97,82.0,,0.82,79.53999999999999,-0.25,-0.0058657908555922456
104,2018-08-14,1,0.015483627204030227,0.0,KNOW,42.25,42.720001220703125,42.25,42.66999816894531,39.66256713867188,7600,99,82.0,,0.82,81.17999999999999,0.3500022888183594,0.00826061594622729
105,2018-08-15,7,0.019261964735516373,0.2440214738897024,KNOW,42.38999938964844,42.38999938964844,41.97999954223633,42.220001220703125,39.24428939819336,19600,94,82.0,,0.82,77.08,-0.3300018310546875,-0.007724761742159303
106,2018-08-16,1,0.015483627204030227,-0.19615535504119264,KNOW,42.38999938964844,42.630001068115234,42.38999938964844,42.45000076293945,39.45808029174805,16400,92,82.0,,0.82,75.44,0.24000167846679688,0.005661752345422322
107,2018-08-27,8,0.019891687657430733,-0.36299104622085976,KNOW,43.61000061035156,43.61000061035156,43.34999847412109,43.369998931884766,40.313236236572266,18900,94,82.0,,0.82,77.08,0.9799995422363281,0.02298849443307449
108,2018-09-05,4,0.0173727959697733,-0.03497971176717518,KNOW,42.900001525878906,43.060001373291016,42.86000061035156,43.040000915527344,40.00649642944336,12200,89,82.0,,0.82,72.97999999999999,-0.5499992370605469,-0.012611768616439645
109,2018-09-06,11,0.021780856423173803,0.25373350732202393,KNOW,43.02000045776367,43.02000045776367,42.66999816894531,42.720001220703125,39.70905303955078,6000,90,82.0,,0.82,73.8,-0.04000091552734375,-0.0009289575998981947
110,2018-09-13,1,0.015483627204030227,-0.10874293170943894,KNOW,42.7400016784668,42.81999969482422,42.61000061035156,42.66999816894531,39.66256713867188,16200,90,82.0,,0.82,73.8,-0.20000076293945312,-0.004649018149960549
111,2018-09-17,1,0.015483627204030227,-0.345855060125572,KNOW,42.63999938964844,42.70000076293945,42.5099983215332,42.54999923706055,39.551025390625,22700,89,82.0,,0.82,72.97999999999999,-0.11999893188476562,-0.0028024038472673762
112,2018-09-19,2,0.016113350125944583,0.0406702456482837,KNOW,42.61000061035156,42.900001525878906,42.59999847412109,42.72999954223633,39.71834945678711,14600,96,82.0,,0.82,78.72,0.20000076293945312,0.0046838585331605564
113,2018-09-21,2,0.016113350125944583,0.0,KNOW,43.02999877929688,43.119998931884766,42.84000015258789,42.880001068115234,39.85777282714844,8400,92,82.0,,0.82,75.44,0.21999740600585938,0.0051281444797419695
114,2018-10-01,27,0.03185642317380353,0.9770204783492265,KNOW,41.33000183105469,41.38999938964844,40.93999862670898,40.93999862670898,39.13184356689453,26200,98,83.0,False,0.83,81.33999999999999,-1.7299995422363281,-0.040120584069799015
115,2018-10-10,2,0.016113350125944583,-0.4941883450620701,KNOW,40.11000061035156,40.11000061035156,39.15999984741211,39.209999084472656,37.47825622558594,19800,100,83.0,,0.83,83.0,-1.279998779296875,-0.030925315249388463
116,2018-10-11,1,0.015483627204030227,-0.03908081913396899,KNOW,39.15999984741211,39.36000061035156,38.27000045776367,38.459999084472656,36.76138305664063,45200,98,83.0,,0.83,81.33999999999999,-0.75,-0.0186985786234678
117,2018-10-15,6,0.018632241813602016,0.2033512282414187,KNOW,38.59000015258789,38.810001373291016,38.560001373291016,38.65999984741211,36.95255279541016,23600,98,83.0,,0.83,81.33999999999999,-0.5499992370605469,-0.013973557635461487
118,2018-10-18,2,0.016113350125944583,-0.13518994186832511,KNOW,38.93000030517578,39.0,38.47999954223633,38.61000061035156,36.90475845336914,49600,97,83.0,,0.83,80.50999999999999,0.18999862670898438,0.004895609893993402
119,2018-10-25,5,0.01800251889168766,0.11724245740190731,KNOW,36.97999954223633,37.5,36.97999954223633,37.29999923706055,35.65261459350586,17700,99,83.0,,0.83,82.17,-1.5,-0.038461538461538436
120,2018-10-26,5,0.01800251889168766,0.0,KNOW,37.04999923706055,37.27000045776367,36.45000076293945,37.0,35.365867614746094,87200,88,83.0,,0.83,73.03999999999999,-0.22999954223632812,-0.006133321126302049
121,2018-10-31,2,0.016113350125944583,-0.10493913530152532,KNOW,38.43000030517578,38.43000030517578,37.77000045776367,37.77000045776367,36.10185241699219,18200,90,83.0,,0.83,74.7,1.1599998474121094,0.031124224125692823
122,2018-11-02,1,0.015483627204030227,-0.03908081913396899,KNOW,38.47999954223633,38.59000015258789,37.97999954223633,38.310001373291016,36.618011474609375,82700,72,85.0,,0.85,61.2,0.15999984741210938,0.004163409995876499
123,2018-11-09,3,0.016743073047858943,0.08134049129656762,KNOW,39.09000015258789,39.209999084472656,38.630001068115234,38.86000061035156,37.14371490478516,13900,72,85.0,,0.85,61.2,0.6199989318847656,0.01606631068756781
